Store_Dept_Date,Weekly_Sales
22_6_2013-03-29,3497.4207
22_7_2013-03-29,22114.4947
22_8_2013-03-29,36587.1907
22_9_2013-03-29,19404.0522
22_10_2013-03-29,18418.2142
22_11_2013-03-29,9726.2289
22_12_2013-03-29,3345.9856
22_13_2013-03-29,35582.052
22_14_2013-03-29,15260.2526
22_16_2013-03-29,11812.8761
22_17_2013-03-29,14584.0695
22_18_2013-03-29,5453.5428
22_19_2013-03-29,1206.4375
22_20_2013-03-29,6665.4902
22_21_2013-03-29,5697.2901
22_22_2013-03-29,12827.4949
22_23_2013-03-29,25445.3432
22_24_2013-03-29,7280.5362
22_25_2013-03-29,8863.3736
22_26_2013-03-29,8430.952
22_27_2013-03-29,1857.6843
22_28_2013-03-29,973.7542
22_29_2013-03-29,7081.6985
22_30_2013-03-29,5118.2486
22_31_2013-03-29,1857.9257
22_32_2013-03-29,5174.2324
22_33_2013-03-29,7464.7609
22_34_2013-03-29,19194.2323
22_35_2013-03-29,5068.0794
22_36_2013-03-29,2093.4339
22_38_2013-03-29,70782.5765
22_40_2013-03-29,55274.8189
22_41_2013-03-29,1258.439
22_42_2013-03-29,7731.243
22_44_2013-03-29,4664.7019
22_46_2013-03-29,21004.5291
22_49_2013-03-29,-0.3503
22_52_2013-03-29,2618.5514
22_54_2013-03-29,51.528
22_55_2013-03-29,8004.6343
22_56_2013-03-29,5778.4738
22_58_2013-03-29,1737.81
22_59_2013-03-29,369.844
22_60_2013-03-29,387.126
22_67_2013-03-29,13003.4941
22_71_2013-03-29,5870.7238
22_72_2013-03-29,60740.1497
22_74_2013-03-29,16555.6969
22_79_2013-03-29,17525.9993
22_80_2013-03-29,1578.8784
22_81_2013-03-29,12069.6258
22_82_2013-03-29,16919.6794
22_83_2013-03-29,1477.1662
22_85_2013-03-29,2109.1551
22_87_2013-03-29,14190.418
22_90_2013-03-29,24992.392
22_91_2013-03-29,19418.8597
22_92_2013-03-29,58681.1457
22_93_2013-03-29,2288.7323
22_95_2013-03-29,53785.8545
22_97_2013-03-29,4345.8807
22_98_2013-03-29,312.3611
22_1_2013-04-05,51869.0012
22_2_2013-04-05,55996.5343
22_3_2013-04-05,8812.5658
22_4_2013-04-05,33807.7986
22_5_2013-04-05,20945.8367
22_6_2013-04-05,3437.0577
22_7_2013-04-05,22111.6115
22_8_2013-04-05,38834.9384
22_9_2013-04-05,24349.4732
22_10_2013-04-05,18957.3405
22_11_2013-04-05,10531.7525
22_12_2013-04-05,3341.6837
22_13_2013-04-05,38015.7664
22_14_2013-04-05,15761.905
22_16_2013-04-05,14869.6566
22_17_2013-04-05,14629.3934
22_18_2013-04-05,12069.0766
22_19_2013-04-05,1268.8204
22_20_2013-04-05,6825.3732
22_21_2013-04-05,5260.2191
22_22_2013-04-05,12411.0861
22_23_2013-04-05,29537.0495
22_24_2013-04-05,7564.2744
22_25_2013-04-05,12035.8536
22_26_2013-04-05,8197.9979
22_27_2013-04-05,2131.0756
22_28_2013-04-05,1027.1186
22_29_2013-04-05,7569.1462
22_30_2013-04-05,4907.8753
22_31_2013-04-05,1923.3361
22_32_2013-04-05,5473.3261
22_33_2013-04-05,7118.3095
22_34_2013-04-05,19286.8629
22_35_2013-04-05,4715.164
22_36_2013-04-05,2197.5732
22_38_2013-04-05,78654.2581
22_40_2013-04-05,57996.3889
22_41_2013-04-05,1252.453
22_42_2013-04-05,7617.7416
22_44_2013-04-05,5113.6252
22_46_2013-04-05,21965.0698
22_49_2013-04-05,6.746
22_52_2013-04-05,2266.8956
22_54_2013-04-05,58.484
22_55_2013-04-05,9064.1036
22_56_2013-04-05,12748.5133
22_58_2013-04-05,2748.89
22_59_2013-04-05,321.485
22_60_2013-04-05,528.814
22_67_2013-04-05,13479.6136
22_71_2013-04-05,5204.9263
22_72_2013-04-05,60120.0277
22_74_2013-04-05,18377.6857
22_79_2013-04-05,17876.0423
22_80_2013-04-05,1625.9876
22_81_2013-04-05,12911.7945
22_82_2013-04-05,18015.3614
22_83_2013-04-05,1417.2866
22_85_2013-04-05,2120.1714
22_87_2013-04-05,14823.7206
22_90_2013-04-05,25420.8279
22_91_2013-04-05,22176.7319
22_92_2013-04-05,61320.7976
22_93_2013-04-05,2442.6368
22_95_2013-04-05,58730.8208
22_97_2013-04-05,4397.8762
22_98_2013-04-05,179.9368
22_1_2013-04-12,32970.821
22_2_2013-04-12,51802.2378
22_3_2013-04-12,7768.7793
22_4_2013-04-12,32842.1289
22_5_2013-04-12,20339.0651
22_6_2013-04-12,3364.6719
22_7_2013-04-12,22837.7701
22_8_2013-04-12,36475.1492
22_9_2013-04-12,27143.9387
22_10_2013-04-12,18742.0163
22_11_2013-04-12,9546.5625
22_12_2013-04-12,3851.3115
22_13_2013-04-12,36867.7603
22_14_2013-04-12,15186.3745
22_16_2013-04-12,22784.1524
22_17_2013-04-12,12727.8178
22_18_2013-04-12,6197.6138
22_19_2013-04-12,1268.8779
22_20_2013-04-12,6745.3187
22_21_2013-04-12,5541.9641
22_22_2013-04-12,11095.8302
22_23_2013-04-12,30735.371
22_24_2013-04-12,7062.6168
22_25_2013-04-12,10572.1357
22_26_2013-04-12,8446.9331
22_27_2013-04-12,2107.2907
22_28_2013-04-12,1051.0005
22_29_2013-04-12,7166.7941
22_30_2013-04-12,4917.5516
22_31_2013-04-12,1848.8517
22_32_2013-04-12,5871.2488
22_33_2013-04-12,6568.373
22_34_2013-04-12,23403.3929
22_35_2013-04-12,4853.235
22_36_2013-04-12,2156.8771
22_38_2013-04-12,80324.4347
22_40_2013-04-12,55642.8444
22_41_2013-04-12,1299.1208
22_42_2013-04-12,8274.0998
22_44_2013-04-12,5233.0322
22_46_2013-04-12,22563.8686
22_49_2013-04-12,10.1854
22_52_2013-04-12,1842.2362
22_54_2013-04-12,45.9222
22_55_2013-04-12,8187.6997
22_56_2013-04-12,9389.6765
22_58_2013-04-12,2270.7632
22_59_2013-04-12,312.1006
22_60_2013-04-12,418.644
22_67_2013-04-12,11326.2207
22_71_2013-04-12,4917.1753
22_72_2013-04-12,52052.8376
22_74_2013-04-12,17590.9238
22_79_2013-04-12,15852.8676
22_80_2013-04-12,1539.604
22_81_2013-04-12,12239.4854
22_82_2013-04-12,17000.4555
22_83_2013-04-12,1327.8585
22_85_2013-04-12,2040.5363
22_87_2013-04-12,14616.5184
22_90_2013-04-12,23152.5083
22_91_2013-04-12,20543.0841
22_92_2013-04-12,58447.761
22_93_2013-04-12,2248.4614
22_95_2013-04-12,54038.9317
22_97_2013-04-12,4430.8894
22_98_2013-04-12,113.5373
22_1_2013-04-19,16966.3373
22_2_2013-04-19,51029.3988
22_3_2013-04-19,7685.1241
22_4_2013-04-19,32736.7742
22_5_2013-04-19,20035.3491
22_6_2013-04-19,3299.9875
22_7_2013-04-19,22811.0548
22_8_2013-04-19,36536.6261
22_9_2013-04-19,27392.0599
22_10_2013-04-19,19504.0524
22_11_2013-04-19,9433.8266
22_12_2013-04-19,3949.5621
22_13_2013-04-19,35798.5668
22_14_2013-04-19,14742.9983
22_16_2013-04-19,28557.7156
22_17_2013-04-19,12741.5093
22_18_2013-04-19,1524.9615
22_19_2013-04-19,1116.5108
22_20_2013-04-19,6782.876
22_21_2013-04-19,5346.8556
22_22_2013-04-19,11167.8369
22_23_2013-04-19,28005.5009
22_24_2013-04-19,7229.6932
22_25_2013-04-19,10301.2905
22_26_2013-04-19,8393.3223
22_27_2013-04-19,1967.2598
22_28_2013-04-19,1085.0799
22_29_2013-04-19,7327.2039
22_30_2013-04-19,5030.6388
22_31_2013-04-19,1886.0207
22_32_2013-04-19,6110.2525
22_33_2013-04-19,6692.9877
22_34_2013-04-19,22458.0727
22_35_2013-04-19,4804.1993
22_36_2013-04-19,2331.4042
22_38_2013-04-19,74889.2435
22_40_2013-04-19,57071.9416
22_41_2013-04-19,1427.0185
22_42_2013-04-19,8276.3376
22_44_2013-04-19,4731.1941
22_46_2013-04-19,22245.3074
22_49_2013-04-19,11.6079
22_52_2013-04-19,1773.3093
22_54_2013-04-19,61.9044
22_55_2013-04-19,7624.8556
22_56_2013-04-19,13612.5093
22_58_2013-04-19,2028.2944
22_59_2013-04-19,335.6336
22_60_2013-04-19,413.876
22_67_2013-04-19,12709.1944
22_71_2013-04-19,4817.8695
22_72_2013-04-19,53237.6723
22_74_2013-04-19,16533.8698
22_79_2013-04-19,15964.3159
22_80_2013-04-19,1546.4209
22_81_2013-04-19,11522.5658
22_82_2013-04-19,16954.6575
22_83_2013-04-19,1273.5885
22_85_2013-04-19,2194.1289
22_87_2013-04-19,13747.9381
22_90_2013-04-19,22388.175
22_91_2013-04-19,19233.1842
22_92_2013-04-19,55730.0675
22_93_2013-04-19,2217.2122
22_95_2013-04-19,54438.0779
22_97_2013-04-19,4272.0524
22_98_2013-04-19,112.7926
22_1_2013-04-26,20609.5445
22_2_2013-04-26,51279.7468
22_3_2013-04-26,8331.4818
22_4_2013-04-26,32538.4676
22_5_2013-04-26,20726.2639
22_6_2013-04-26,3263.2202
22_7_2013-04-26,25679.3069
22_8_2013-04-26,36983.0441
22_9_2013-04-26,28305.8114
22_10_2013-04-26,20187.8906
22_11_2013-04-26,9369.8124
22_12_2013-04-26,4012.4816
22_13_2013-04-26,36383.8069
22_14_2013-04-26,15933.9287
22_16_2013-04-26,24156.3922
22_17_2013-04-26,13930.532
22_18_2013-04-26,1337.3076
22_19_2013-04-26,1027.2702
22_20_2013-04-26,6797.8311
22_21_2013-04-26,5446.766
22_22_2013-04-26,10943.9499
22_23_2013-04-26,28000.2688
22_24_2013-04-26,7607.6144
22_25_2013-04-26,10674.0921
22_26_2013-04-26,8584.0769
22_27_2013-04-26,1902.5327
22_28_2013-04-26,1070.7611
22_29_2013-04-26,7119.3966
22_30_2013-04-26,5052.3374
22_31_2013-04-26,2009.9187
22_32_2013-04-26,6119.6508
22_33_2013-04-26,7126.1279
22_34_2013-04-26,22347.3783
22_35_2013-04-26,4593.1793
22_36_2013-04-26,2072.4079
22_38_2013-04-26,70111.3069
22_40_2013-04-26,56522.945
22_41_2013-04-26,1624.7208
22_42_2013-04-26,8304.7399
22_44_2013-04-26,4617.1609
22_46_2013-04-26,22181.9185
22_49_2013-04-26,3.5696
22_52_2013-04-26,1795.3605
22_54_2013-04-26,40.8944
22_55_2013-04-26,8454.7193
22_56_2013-04-26,15671.7369
22_58_2013-04-26,1965.2844
22_59_2013-04-26,346.2757
22_60_2013-04-26,398.096
22_67_2013-04-26,12320.8564
22_71_2013-04-26,5391.9177
22_72_2013-04-26,57406.1032
22_74_2013-04-26,17046.8526
22_79_2013-04-26,16629.8822
22_80_2013-04-26,1582.0487
22_81_2013-04-26,12024.9988
22_82_2013-04-26,17283.4866
22_83_2013-04-26,1533.4854
22_85_2013-04-26,2056.1676
22_87_2013-04-26,14825.6816
22_90_2013-04-26,23883.1069
22_91_2013-04-26,19922.4488
22_92_2013-04-26,58224.3013
22_93_2013-04-26,2169.2098
22_95_2013-04-26,57059.9151
22_97_2013-04-26,4252.368
22_98_2013-04-26,109.4535
22_1_2013-05-03,13858.8861
22_2_2013-05-03,54849.9789
22_3_2013-05-03,7811.4165
22_4_2013-05-03,33390.9968
22_5_2013-05-03,18771.0975
22_6_2013-05-03,3560.5135
22_7_2013-05-03,27767.5708
22_8_2013-05-03,38463.9632
22_9_2013-05-03,26623.3659
22_10_2013-05-03,20005.3359
22_11_2013-05-03,11914.2624
22_12_2013-05-03,3943.7418
22_13_2013-05-03,37848.9082
22_14_2013-05-03,15262.4115
22_16_2013-05-03,41793.7693
22_17_2013-05-03,12385.3721
22_18_2013-05-03,-11.3463
22_19_2013-05-03,1235.7996
22_20_2013-05-03,6749.7242
22_21_2013-05-03,4754.8553
22_22_2013-05-03,10800.9268
22_23_2013-05-03,29514.2171
22_24_2013-05-03,7958.2715
22_25_2013-05-03,11646.1438
22_26_2013-05-03,9027.4432
22_27_2013-05-03,1983.8908
22_28_2013-05-03,1011.318
22_29_2013-05-03,7903.9581
22_30_2013-05-03,5734.9646
22_31_2013-05-03,2145.5751
22_32_2013-05-03,6657.1372
22_33_2013-05-03,6837.1652
22_34_2013-05-03,24880.1647
22_35_2013-05-03,5602.4007
22_36_2013-05-03,3220.8619
22_38_2013-05-03,79751.8663
22_40_2013-05-03,56868.1109
22_41_2013-05-03,1408.5193
22_42_2013-05-03,7852.1141
22_44_2013-05-03,5592.9839
22_46_2013-05-03,25009.2817
22_49_2013-05-03,10.5124
22_52_2013-05-03,1668.2419
22_55_2013-05-03,5828.0586
22_56_2013-05-03,14801.3314
22_58_2013-05-03,2207.48
22_59_2013-05-03,318.0612
22_60_2013-05-03,401.626
22_67_2013-05-03,16474.6994
22_71_2013-05-03,4755.4805
22_72_2013-05-03,56249.5094
22_74_2013-05-03,17316.1047
22_79_2013-05-03,16334.1137
22_80_2013-05-03,1657.6212
22_81_2013-05-03,12330.6721
22_82_2013-05-03,17336.3178
22_83_2013-05-03,1398.3027
22_85_2013-05-03,2476.4816
22_87_2013-05-03,14804.6656
22_90_2013-05-03,22461.5311
22_91_2013-05-03,21387.2707
22_92_2013-05-03,57846.3294
22_93_2013-05-03,2783.8284
22_95_2013-05-03,58245.5719
22_97_2013-05-03,4433.7454
22_98_2013-05-03,121.667
22_1_2013-05-10,14108.7886
22_2_2013-05-10,52872.9725
22_3_2013-05-10,7426.4525
22_4_2013-05-10,33363.6271
22_5_2013-05-10,19131.1271
22_6_2013-05-10,3495.5805
22_7_2013-05-10,25457.2204
22_8_2013-05-10,36190.7541
22_9_2013-05-10,27245.3865
22_10_2013-05-10,19245.0673
22_11_2013-05-10,11924.6486
22_12_2013-05-10,4108.4286
22_13_2013-05-10,36861.4702
22_14_2013-05-10,15109.3198
22_16_2013-05-10,36646.246
22_17_2013-05-10,12713.6627
22_18_2013-05-10,0.5268
22_19_2013-05-10,1235.2685
22_20_2013-05-10,6784.9902
22_21_2013-05-10,5096.123
22_22_2013-05-10,10923.4521
22_23_2013-05-10,30726.0556
22_24_2013-05-10,7184.2802
22_25_2013-05-10,11949.966
22_26_2013-05-10,8950.2687
22_27_2013-05-10,2049.5997
22_28_2013-05-10,994.9076
22_29_2013-05-10,7658.1783
22_30_2013-05-10,5596.4712
22_31_2013-05-10,2077.9938
22_32_2013-05-10,6829.8934
22_33_2013-05-10,6798.0923
22_34_2013-05-10,25885.0436
22_35_2013-05-10,5600.662
22_36_2013-05-10,2730.6735
22_38_2013-05-10,77077.8998
22_40_2013-05-10,56689.5836
22_41_2013-05-10,1503.7706
22_42_2013-05-10,8059.9314
22_44_2013-05-10,5019.9376
22_46_2013-05-10,24493.9708
22_49_2013-05-10,10.1789
22_52_2013-05-10,1776.6763
22_54_2013-05-10,53.9568
22_55_2013-05-10,6420.9402
22_56_2013-05-10,20990.5106
22_58_2013-05-10,2448.76
22_59_2013-05-10,300.45
22_60_2013-05-10,461.506
22_67_2013-05-10,19122.9742
22_71_2013-05-10,4610.1559
22_72_2013-05-10,49849.6029
22_74_2013-05-10,17395.2717
22_79_2013-05-10,16011.5201
22_80_2013-05-10,1591.6527
22_81_2013-05-10,12433.8742
22_82_2013-05-10,17063.0287
22_83_2013-05-10,1349.9668
22_85_2013-05-10,2726.0479
22_87_2013-05-10,14215.5956
22_90_2013-05-10,22306.2531
22_91_2013-05-10,21330.7806
22_92_2013-05-10,58837.0421
22_93_2013-05-10,2552.063
22_94_2013-05-10,612.5593
22_95_2013-05-10,58623.3006
22_97_2013-05-10,4412.2612
22_98_2013-05-10,134.4712
22_1_2013-05-17,13552.704
22_2_2013-05-17,53406.0142
22_3_2013-05-17,7493.5719
22_4_2013-05-17,33067.3309
22_5_2013-05-17,19230.7281
22_6_2013-05-17,3543.9651
22_7_2013-05-17,23988.9028
22_8_2013-05-17,35877.8975
22_9_2013-05-17,26764.5627
22_10_2013-05-17,19175.9803
22_11_2013-05-17,10964.4996
22_12_2013-05-17,3993.1133
22_13_2013-05-17,36647.3853
22_14_2013-05-17,14982.3787
22_16_2013-05-17,34639.3082
22_17_2013-05-17,12416.2184
22_18_2013-05-17,5.272
22_19_2013-05-17,1161.3733
22_20_2013-05-17,6833.8468
22_21_2013-05-17,5171.6942
22_22_2013-05-17,10977.5002
22_23_2013-05-17,30930.3798
22_24_2013-05-17,7257.9781
22_25_2013-05-17,10953.0249
22_26_2013-05-17,8070.5395
22_27_2013-05-17,2065.3481
22_28_2013-05-17,969.8803
22_29_2013-05-17,7720.9385
22_30_2013-05-17,5665.1543
22_31_2013-05-17,2068.8412
22_32_2013-05-17,6789.3066
22_33_2013-05-17,6718.6447
22_34_2013-05-17,25982.5775
22_35_2013-05-17,5964.7868
22_36_2013-05-17,3097.1218
22_38_2013-05-17,78482.1268
22_40_2013-05-17,55553.6004
22_41_2013-05-17,1516.4404
22_42_2013-05-17,7947.432
22_44_2013-05-17,5655.1952
22_46_2013-05-17,23518.9508
22_49_2013-05-17,11.3722
22_52_2013-05-17,1803.1085
22_54_2013-05-17,65.8848
22_55_2013-05-17,6280.9006
22_56_2013-05-17,20300.3545
22_58_2013-05-17,2640.2879
22_59_2013-05-17,304.1758
22_60_2013-05-17,364.886
22_67_2013-05-17,18226.6676
22_71_2013-05-17,4635.5624
22_72_2013-05-17,49129.8098
22_74_2013-05-17,16263.9439
22_79_2013-05-17,15306.0045
22_80_2013-05-17,1650.2047
22_81_2013-05-17,11512.728
22_82_2013-05-17,17340.5417
22_83_2013-05-17,1398.8891
22_85_2013-05-17,2829.596
22_87_2013-05-17,15194.7266
22_90_2013-05-17,21308.1558
22_91_2013-05-17,19763.9129
22_92_2013-05-17,54778.2773
22_93_2013-05-17,2462.6759
22_94_2013-05-17,221.5417
22_95_2013-05-17,55602.8939
22_97_2013-05-17,4445.3887
22_98_2013-05-17,113.5338
22_1_2013-05-24,12919.6484
22_2_2013-05-24,56865.9649
22_3_2013-05-24,8014.4302
22_4_2013-05-24,33490.505
22_5_2013-05-24,17302.3217
22_6_2013-05-24,3416.8785
22_7_2013-05-24,25365.6789
22_8_2013-05-24,36155.1939
22_9_2013-05-24,27608.5821
22_10_2013-05-24,19391.1634
22_11_2013-05-24,13667.5815
22_12_2013-05-24,4134.5961
22_13_2013-05-24,37154.6738
22_14_2013-05-24,14972.668
22_16_2013-05-24,46383.7659
22_17_2013-05-24,12724.3108
22_18_2013-05-24,2.8221
22_19_2013-05-24,1138.5281
22_20_2013-05-24,6880.5949
22_21_2013-05-24,5021.9748
22_22_2013-05-24,10309.8352
22_23_2013-05-24,34469.602
22_24_2013-05-24,7574.2441
22_25_2013-05-24,11184.7329
22_26_2013-05-24,8437.4592
22_27_2013-05-24,1726.6081
22_28_2013-05-24,805.4631
22_29_2013-05-24,7279.386
22_30_2013-05-24,5882.8645
22_31_2013-05-24,2333.1261
22_32_2013-05-24,6307.3271
22_33_2013-05-24,7510.7066
22_34_2013-05-24,28645.1782
22_35_2013-05-24,6020.7042
22_36_2013-05-24,3885.0917
22_38_2013-05-24,76059.7319
22_40_2013-05-24,56907.176
22_41_2013-05-24,1345.7758
22_42_2013-05-24,7935.5246
22_44_2013-05-24,5356.2687
22_46_2013-05-24,24589.2601
22_49_2013-05-24,10.1027
22_52_2013-05-24,2297.9641
22_54_2013-05-24,55.0838
22_55_2013-05-24,5839.6519
22_56_2013-05-24,18707.6646
22_58_2013-05-24,2209.98
22_59_2013-05-24,275.9457
22_60_2013-05-24,419.88
22_67_2013-05-24,13125.6974
22_71_2013-05-24,4500.6128
22_72_2013-05-24,50003.4799
22_74_2013-05-24,16102.7198
22_79_2013-05-24,15929.4061
22_80_2013-05-24,1663.9237
22_81_2013-05-24,11857.185
22_82_2013-05-24,17761.83
22_83_2013-05-24,1414.6957
22_85_2013-05-24,2914.1468
22_87_2013-05-24,14810.4677
22_90_2013-05-24,21186.1257
22_91_2013-05-24,19327.6466
22_92_2013-05-24,57685.5127
22_93_2013-05-24,3093.1982
22_95_2013-05-24,58448.8521
22_97_2013-05-24,4300.1921
22_1_2013-05-31,14068.5391
22_2_2013-05-31,46601.7392
22_3_2013-05-31,7729.2036
22_4_2013-05-31,33370.8587
22_5_2013-05-31,18410.8773
22_6_2013-05-31,3413.5713
22_7_2013-05-31,25581.8141
22_8_2013-05-31,36389.4841
22_9_2013-05-31,25311.7584
22_10_2013-05-31,19316.7925
22_11_2013-05-31,14097.6538
22_12_2013-05-31,3766.598
22_13_2013-05-31,37713.7628
22_14_2013-05-31,14812.0438
22_16_2013-05-31,42039.8016
22_17_2013-05-31,12102.168
22_18_2013-05-31,252.9473
22_19_2013-05-31,1320.3423
22_20_2013-05-31,6887.0594
22_21_2013-05-31,5010.7307
22_22_2013-05-31,10708.9649
22_23_2013-05-31,31822.9496
22_24_2013-05-31,7248.3235
22_25_2013-05-31,10972.3946
22_26_2013-05-31,8468.1144
22_27_2013-05-31,1739.5527
22_28_2013-05-31,890.8769
22_29_2013-05-31,7397.1882
22_30_2013-05-31,5882.0323
22_31_2013-05-31,2195.0403
22_32_2013-05-31,6344.3945
22_33_2013-05-31,7581.0274
22_34_2013-05-31,27644.1209
22_35_2013-05-31,5842.5393
22_36_2013-05-31,4201.7576
22_38_2013-05-31,77110.4604
22_40_2013-05-31,55587.2782
22_41_2013-05-31,1485.8994
22_42_2013-05-31,7883.8222
22_44_2013-05-31,4932.7388
22_46_2013-05-31,23432.1471
22_47_2013-05-31,-26.63
22_49_2013-05-31,2.2304
22_52_2013-05-31,1782.9081
22_54_2013-05-31,67.023
22_55_2013-05-31,6719.311
22_56_2013-05-31,18668.8502
22_58_2013-05-31,2558.9688
22_59_2013-05-31,288.0979
22_60_2013-05-31,430.91
22_67_2013-05-31,12139.3906
22_71_2013-05-31,4575.4819
22_72_2013-05-31,47372.7079
22_74_2013-05-31,16864.153
22_79_2013-05-31,15198.331
22_80_2013-05-31,1515.8414
22_81_2013-05-31,11997.2029
22_82_2013-05-31,17360.4316
22_83_2013-05-31,1355.6928
22_85_2013-05-31,2899.2272
22_87_2013-05-31,13865.1093
22_90_2013-05-31,21208.344
22_91_2013-05-31,19086.6663
22_92_2013-05-31,55562.6823
22_93_2013-05-31,2849.6992
22_94_2013-05-31,582.1849
22_95_2013-05-31,56178.7751
22_97_2013-05-31,4349.2637
22_1_2013-06-07,12849.1815
22_2_2013-06-07,55235.1333
22_3_2013-06-07,11023.8429
22_4_2013-06-07,35408.4734
22_5_2013-06-07,19167.6182
22_6_2013-06-07,3610.2625
22_7_2013-06-07,33280.3078
22_8_2013-06-07,38707.5525
22_9_2013-06-07,31030.1639
22_10_2013-06-07,21612.2861
22_11_2013-06-07,29517.7045
22_12_2013-06-07,4056.5496
22_13_2013-06-07,38914.689
22_14_2013-06-07,15864.2356
22_16_2013-06-07,48677.0706
22_17_2013-06-07,11931.4728
22_18_2013-06-07,1.4184
22_19_2013-06-07,1272.2038
22_20_2013-06-07,7720.5556
22_21_2013-06-07,4904.292
22_22_2013-06-07,10490.7477
22_23_2013-06-07,39415.2432
22_24_2013-06-07,8046.6668
22_25_2013-06-07,11887.2739
22_26_2013-06-07,8450.3581
22_27_2013-06-07,1653.6756
22_28_2013-06-07,680.7398
22_29_2013-06-07,7623.4342
22_30_2013-06-07,6169.4931
22_31_2013-06-07,2215.3286
22_32_2013-06-07,6365.606
22_33_2013-06-07,7275.4165
22_34_2013-06-07,30903.3797
22_35_2013-06-07,6228.3155
22_36_2013-06-07,4456.2607
22_38_2013-06-07,75240.4087
22_40_2013-06-07,57079.3819
22_41_2013-06-07,1443.9461
22_42_2013-06-07,7556.22
22_44_2013-06-07,5780.6685
22_46_2013-06-07,26299.6972
22_49_2013-06-07,1.5246
22_52_2013-06-07,2219.0461
22_54_2013-06-07,47.0684
22_55_2013-06-07,6305.1362
22_56_2013-06-07,9757.8269
22_58_2013-06-07,3626.14
22_59_2013-06-07,258.6962
22_60_2013-06-07,489.632
22_67_2013-06-07,17860.0868
22_71_2013-06-07,4860.5272
22_72_2013-06-07,48333.6777
22_74_2013-06-07,17568.4189
22_79_2013-06-07,16412.7023
22_80_2013-06-07,1714.9025
22_81_2013-06-07,12813.572
22_82_2013-06-07,20969.9499
22_83_2013-06-07,1402.4256
22_85_2013-06-07,2842.1601
22_87_2013-06-07,15968.5841
22_90_2013-06-07,21066.8789
22_91_2013-06-07,21624.5014
22_92_2013-06-07,58199.6325
22_93_2013-06-07,3566.1446
22_95_2013-06-07,61938.1475
22_97_2013-06-07,4645.321
22_1_2013-06-14,12779.7765
22_2_2013-06-14,57736.6791
22_3_2013-06-14,8854.8164
22_4_2013-06-14,33881.2445
22_5_2013-06-14,19386.0965
22_6_2013-06-14,3501.732
22_7_2013-06-14,30625.3076
22_8_2013-06-14,37594.3636
22_9_2013-06-14,30145.1963
22_10_2013-06-14,20414.9835
22_11_2013-06-14,24700.7358
22_12_2013-06-14,4059.2185
22_13_2013-06-14,37057.4926
22_14_2013-06-14,15131.4681
22_16_2013-06-14,43049.9968
22_17_2013-06-14,12039.7304
22_18_2013-06-14,-0.5615
22_19_2013-06-14,1207.8376
22_20_2013-06-14,7448.2423
22_21_2013-06-14,5302.9775
22_22_2013-06-14,10292.693
22_23_2013-06-14,39646.028
22_24_2013-06-14,7418.8165
22_25_2013-06-14,11049.7404
22_26_2013-06-14,8219.7939
22_27_2013-06-14,1595.6212
22_28_2013-06-14,670.2029
22_29_2013-06-14,7335.4013
22_30_2013-06-14,6004.0083
22_31_2013-06-14,2255.7944
22_32_2013-06-14,6498.3825
22_33_2013-06-14,7146.4896
22_34_2013-06-14,28490.2061
22_35_2013-06-14,5977.5848
22_36_2013-06-14,4159.6629
22_38_2013-06-14,76934.3055
22_40_2013-06-14,56499.137
22_41_2013-06-14,1558.7944
22_42_2013-06-14,7693.5997
22_44_2013-06-14,5574.8243
22_46_2013-06-14,25005.8325
22_49_2013-06-14,5.4922
22_52_2013-06-14,2232.3396
22_54_2013-06-14,56.6108
22_55_2013-06-14,6391.4114
22_56_2013-06-14,8791.3745
22_58_2013-06-14,3797.65
22_59_2013-06-14,230.3403
22_60_2013-06-14,475.776
22_67_2013-06-14,18963.8013
22_71_2013-06-14,4691.8361
22_72_2013-06-14,50136.1932
22_74_2013-06-14,16688.0568
22_79_2013-06-14,15892.19
22_80_2013-06-14,1639.5565
22_81_2013-06-14,12357.0341
22_82_2013-06-14,20452.2951
22_83_2013-06-14,1339.0295
22_85_2013-06-14,2916.5838
22_87_2013-06-14,15728.9812
22_90_2013-06-14,21046.4186
22_91_2013-06-14,20478.3659
22_92_2013-06-14,56585.84
22_93_2013-06-14,3497.8762
22_95_2013-06-14,59461.7879
22_97_2013-06-14,4504.9395
22_98_2013-06-14,187.1376
22_1_2013-06-21,12606.3092
22_2_2013-06-21,55015.9632
22_3_2013-06-21,8020.404
22_4_2013-06-21,34403.9551
22_5_2013-06-21,18504.4422
22_6_2013-06-21,3589.7412
22_7_2013-06-21,32415.0862
22_8_2013-06-21,37604.6866
22_9_2013-06-21,30454.0823
22_10_2013-06-21,20021.3963
22_11_2013-06-21,25702.8744
22_12_2013-06-21,4042.328
22_13_2013-06-21,36967.4116
22_14_2013-06-21,14680.8046
22_16_2013-06-21,45161.9431
22_17_2013-06-21,11824.7045
22_18_2013-06-21,0.4154
22_19_2013-06-21,1137.8076
22_20_2013-06-21,7808.8759
22_21_2013-06-21,4963.5922
22_22_2013-06-21,10451.1584
22_23_2013-06-21,39885.7074
22_24_2013-06-21,7399.0886
22_25_2013-06-21,10736.0062
22_26_2013-06-21,7751.4262
22_27_2013-06-21,1663.9426
22_28_2013-06-21,570.3985
22_29_2013-06-21,7338.9318
22_30_2013-06-21,5980.9511
22_31_2013-06-21,2211.7283
22_32_2013-06-21,6305.8706
22_33_2013-06-21,7198.5805
